Flight_ID,Departure_Airport,Arrival_Airport,Departure_Time,Flight_Duration_Minutes,Flight_Status,Distance_Miles,Travel_Purpose,Seat_Class,Flight_Satisfaction_Score,Delay_Minutes,No_Show,Weather_Impact
F1407,SFO,ATL,6/23/2023 5:06,208,Delayed,701,Leisure,Business,7.4,8,0,0
F58,SEA,LAX,6/27/2024 23:09,155,On-time,1159,Family,Economy,8.6,2,0,0
F938,DEN,ORD,9/13/2023 15:21,97,On-time,1332,Family,Economy,6,28,0,0
F899,ATL,DFW,9/4/2024 16:24,189,On-time,1694,Family,Economy,7.3,10,0,0
F697,JFK,ATL,4/21/2025 17:55,259,Cancelled,1418,Emergency,Economy,10,15,0,0
F945,DEN,DFW,7/14/2023 11:29,210,Delayed,721,Family,Business,3.7,5,0,0
F1201,JFK,JFK,3/2/2025 0:32,227,On-time,1356,Business,Economy,6.1,1,0,0
F1956,SFO,LAX,11/8/2024 5:29,47,On-time,1308,Business,Premium Economy,8.2,22,0,0
F1033,SEA,ATL,2/11/2025 2:31,206,On-time,1258,Emergency,Business,7.6,12,0,0
F1063,DFW,DFW,8/3/2023 12:37,140,On-time,1400,Leisure,Premium Economy,10,10,0,0
F1532,ATL,DEN,9/25/2023 17:32,86,On-time,1397,Emergency,Business,7.3,10,0,0
F982,DEN,DEN,12/23/2024 20:04,122,On-time,857,Leisure,First,8.3,8,0,0
F1403,LAX,JFK,2/8/2025 12:59,89,Cancelled,1596,Leisure,Premium Economy,8,4,0,0
F704,DFW,ATL,7/26/2024 18:07,282,On-time,528,Family,Economy,5,11,0,0
F303,JFK,ATL,3/25/2025 18:56,147,On-time,1457,Business,Economy,7.6,14,0,0
F1191,LAX,DEN,12/27/2024 3:18,164,On-time,1353,Emergency,Economy,6.8,4,0,0
F185,JFK,ATL,3/9/2025 9:56,165,On-time,954,Business,Economy,9.7,7,0,0
F1569,LAX,DEN,10/24/2024 20:23,143,On-time,934,Family,Economy,7.2,0,0,0
F1813,ATL,ORD,1/16/2025 23:56,129,On-time,1443,Family,Business,5.6,8,0,0
F888,SEA,JFK,6/26/2023 7:22,187,Cancelled,1147,Family,Economy,5.9,1,0,0
F371,LAX,LAX,5/19/2024 16:33,208,Delayed,1560,Family,Economy,6.8,2,0,1
F1622,ORD,LAX,10/3/2024 15:31,203,Cancelled,1411,Leisure,Economy,8,4,1,0
F1995,SEA,DEN,6/8/2024 17:53,219,On-time,1378,Emergency,Economy,5.9,0,0,1
F950,DEN,LAX,2/21/2025 23:28,171,On-time,1324,Leisure,Premium Economy,5.9,23,1,0
F409,DFW,ORD,3/21/2025 6:50,237,On-time,750,Business,Economy,8.5,6,0,1
F1871,DEN,ORD,1/24/2024 1:41,228,On-time,1291,Business,Business,4.1,2,0,0
F1495,ATL,ORD,11/25/2023 10:43,139,On-time,563,Family,Economy,6.7,21,0,0
F1437,JFK,DEN,5/18/2023 3:05,185,On-time,1095,Emergency,First,5.9,40,0,0
F1238,ATL,JFK,10/25/2024 15:40,197,On-time,1482,Emergency,Economy,6.5,9,0,0
F1801,JFK,SEA,11/1/2023 6:39,125,On-time,1438,Emergency,Economy,6,13,0,1
F1004,DFW,LAX,11/10/2023 21:43,181,On-time,1500,Leisure,Business,7.9,2,0,0
F290,LAX,LAX,7/13/2023 23:07,189,On-time,680,Business,Economy,7.6,4,0,1
F132,LAX,SEA,7/26/2024 10:01,155,On-time,1031,Business,Economy,8.5,10,0,0
F401,SFO,LAX,9/10/2024 11:19,159,On-time,1226,Family,Economy,5.6,27,0,0
F1638,JFK,ORD,7/27/2023 7:01,151,On-time,1061,Leisure,Business,5.2,1,0,0
F889,DEN,LAX,9/16/2024 12:01,116,On-time,1624,Business,Business,9.6,0,0,1
F818,SEA,SFO,3/8/2024 18:04,149,On-time,1645,Leisure,Premium Economy,5.9,3,0,1
F549,JFK,ORD,8/1/2023 11:25,141,On-time,1140,Leisure,Economy,7.3,7,0,0
F1453,ATL,SFO,11/14/2023 8:18,108,On-time,1465,Family,Business,8.7,11,0,0
F1112,SFO,SFO,10/4/2024 12:59,247,On-time,1610,Leisure,Economy,7,0,0,1
F86,ORD,ORD,1/4/2025 23:02,158,On-time,1181,Family,Economy,6,22,0,0
F1721,DEN,DFW,1/19/2025 23:02,102,On-time,1169,Family,Economy,3.3,7,0,0
F91,SFO,JFK,12/24/2024 20:59,248,On-time,1461,Leisure,Premium Economy,5.8,15,0,0
F280,LAX,SEA,2/26/2024 1:32,153,On-time,1176,Family,Economy,6.7,15,0,1
F1347,LAX,JFK,3/17/2025 12:16,142,On-time,1075,Family,Business,9.6,12,0,0
F285,ATL,LAX,10/6/2023 0:32,178,On-time,623,Family,Economy,4.9,1,0,0
F1184,LAX,DFW,9/20/2023 4:45,290,On-time,1105,Leisure,Economy,8.8,3,0,1
F1997,SEA,SEA,11/8/2024 17:48,297,On-time,819,Business,Premium Economy,7.3,4,0,1
F551,DEN,DEN,3/27/2025 0:55,114,Cancelled,1102,Leisure,Economy,5.2,10,0,0
F173,SEA,ORD,7/31/2024 16:00,197,On-time,979,Family,Economy,6.9,4,0,0
F1780,ATL,JFK,9/30/2023 3:18,250,Delayed,1086,Emergency,Economy,6.9,2,0,0
F676,DEN,LAX,1/18/2024 7:12,60,Delayed,1100,Emergency,Economy,5.4,21,0,0
F209,DEN,LAX,11/9/2023 18:07,135,On-time,1059,Business,Economy,5.9,0,0,0
F1351,DEN,SEA,2/14/2025 21:07,122,On-time,1463,Leisure,Business,5.4,5,0,0
F854,LAX,DFW,1/4/2024 6:30,165,On-time,799,Emergency,Premium Economy,6.2,13,0,0
F605,JFK,LAX,5/10/2023 10:02,198,Delayed,1533,Family,Premium Economy,4.6,9,0,0
F1781,JFK,ORD,4/26/2023 12:42,180,On-time,540,Business,Business,8,3,0,0
F625,LAX,LAX,10/28/2024 6:55,212,On-time,692,Leisure,Economy,7,21,0,0
F1759,ORD,JFK,8/18/2024 20:59,254,On-time,1374,Leisure,Economy,5,5,0,0
F351,LAX,ATL,9/7/2024 6:52,119,On-time,822,Emergency,Premium Economy,6.3,2,0,0
F820,LAX,LAX,1/8/2024 17:36,95,On-time,1753,Family,Business,5.9,16,0,0
F1413,DEN,SFO,10/12/2024 22:02,152,Delayed,1505,Family,Economy,7.7,27,0,0
F620,DFW,LAX,12/31/2024 5:05,215,Delayed,1206,Family,Economy,6.2,6,0,0
F1153,DFW,DEN,2/4/2025 12:27,146,On-time,1223,Business,Economy,7.4,17,0,0
F1128,ATL,SFO,4/17/2025 21:17,159,On-time,1176,Emergency,Economy,5.6,2,0,0
F1152,SEA,SFO,7/24/2024 10:54,193,On-time,1041,Emergency,Premium Economy,4.7,1,0,0
F677,LAX,JFK,2/13/2024 2:57,221,On-time,1193,Emergency,Economy,8.5,5,0,0
F410,DFW,LAX,7/24/2023 13:13,193,Delayed,952,Business,Premium Economy,8.1,20,0,0
F1694,SEA,SFO,2/14/2024 8:42,202,On-time,1370,Business,Economy,7.9,15,0,0
F1419,DEN,DFW,6/17/2024 4:10,90,Delayed,1191,Emergency,Premium Economy,5.1,0,0,0
F762,ATL,SEA,10/19/2024 23:59,206,On-time,1447,Leisure,Economy,9.2,30,0,0
F33,ATL,ORD,4/29/2023 0:28,165,On-time,992,Leisure,Economy,7.7,9,0,0
F831,SFO,DEN,3/1/2024 17:51,205,On-time,1357,Leisure,Economy,9.9,11,0,0
F931,LAX,ATL,11/26/2024 5:41,155,On-time,1858,Leisure,Economy,5.9,41,0,0
F1561,ORD,ORD,2/24/2025 16:20,204,Delayed,1281,Family,Economy,4.1,27,0,0
F72,ORD,SEA,9/24/2024 14:36,232,On-time,1042,Leisure,Economy,8.5,19,0,0
F16,DFW,SFO,11/5/2024 5:24,146,Delayed,948,Family,Economy,6.9,30,1,0
F538,JFK,JFK,4/5/2025 6:02,155,On-time,1191,Leisure,First,7.7,5,0,0
F670,JFK,SEA,3/8/2025 7:21,128,On-time,1548,Family,Business,6.1,11,0,0
F1951,ATL,SEA,8/23/2024 20:52,152,On-time,534,Emergency,Business,6.7,7,0,0
F1884,SFO,LAX,4/14/2024 18:55,242,On-time,1298,Family,Premium Economy,6.5,18,0,1
F1845,LAX,LAX,2/6/2025 12:37,245,Delayed,1748,Business,Economy,7,4,0,1
F179,JFK,SEA,3/15/2025 6:00,174,On-time,1221,Leisure,Economy,8.7,8,0,0
F882,ATL,LAX,2/22/2024 7:29,146,Delayed,1284,Family,Premium Economy,6.1,30,0,0
F1892,JFK,LAX,8/10/2023 12:25,147,On-time,649,Business,Premium Economy,5.7,3,0,1
F224,DFW,DFW,10/9/2023 11:04,151,On-time,1071,Emergency,Business,4.5,19,0,0
F892,JFK,SEA,5/21/2023 23:28,163,On-time,720,Family,Economy,9.2,1,0,0
F1184,DEN,DEN,2/21/2025 7:19,63,On-time,1887,Leisure,Premium Economy,8,2,0,0
F1609,ATL,LAX,11/24/2024 3:13,78,On-time,959,Leisure,Premium Economy,7.6,3,0,0
F1458,SFO,DFW,1/26/2025 2:17,191,On-time,603,Business,Economy,8.7,50,0,0
F1114,ATL,ORD,9/18/2023 9:16,236,On-time,1384,Family,Economy,7.5,25,1,0
F1549,LAX,DEN,11/28/2023 7:43,243,On-time,1109,Emergency,Economy,7,6,0,0
F1618,LAX,JFK,12/8/2023 2:25,120,On-time,770,Business,Economy,5.1,8,0,0
F288,JFK,LAX,4/24/2024 1:07,52,On-time,1230,Emergency,Economy,4.3,36,0,0
F850,ATL,LAX,12/31/2024 5:43,178,Cancelled,1405,Leisure,Business,5.4,30,0,0
F896,SEA,DEN,1/19/2024 7:16,226,On-time,880,Family,Business,7,3,0,0
F1621,SFO,LAX,7/15/2024 7:00,193,On-time,1368,Business,Economy,5.4,1,0,0
F397,DEN,JFK,2/7/2025 17:40,188,On-time,1162,Family,Premium Economy,9,6,0,0
F13,ORD,ATL,12/18/2023 11:22,165,On-time,1087,Family,Economy,7.2,6,0,0
F97,SEA,SEA,12/2/2024 10:27,143,Delayed,809,Emergency,Economy,5,2,0,0
F1250,ORD,SFO,2/28/2025 5:12,170,On-time,1253,Leisure,Business,7.1,18,0,0
F929,DFW,JFK,12/20/2023 6:18,162,Cancelled,1428,Emergency,Economy,8.1,1,0,0
F772,JFK,ORD,11/30/2024 14:21,188,On-time,912,Emergency,Premium Economy,8.4,14,0,0
F245,DFW,LAX,8/30/2023 14:50,136,On-time,535,Leisure,Economy,10,20,0,0
F1726,JFK,SEA,2/4/2024 17:07,273,On-time,1395,Leisure,Premium Economy,5.5,4,0,0
F981,LAX,ATL,10/2/2023 7:44,227,Delayed,1461,Business,Premium Economy,7.1,0,0,0
F1964,DEN,SFO,4/2/2025 19:27,129,On-time,587,Leisure,Business,6.3,2,0,0
F1135,ORD,DFW,5/26/2023 6:42,145,On-time,1083,Leisure,Economy,7.2,11,0,0
F453,SFO,SEA,3/22/2024 1:25,151,On-time,1048,Business,First,7,18,0,1
F345,ATL,DEN,12/20/2024 21:04,188,On-time,1170,Emergency,Business,5.3,5,0,0
F230,DFW,JFK,4/3/2025 2:45,176,Delayed,871,Business,Economy,7.8,4,0,0
F1078,ATL,JFK,8/13/2024 22:39,127,On-time,1346,Business,Business,8.3,0,0,0
F1892,JFK,SEA,10/29/2023 17:46,235,On-time,1088,Emergency,Economy,6.7,5,0,1
F975,DEN,LAX,1/13/2024 16:39,138,On-time,1269,Business,Business,5.3,6,0,0
F159,SFO,JFK,3/18/2024 18:20,73,On-time,964,Emergency,Economy,9,9,0,0
F1106,DEN,DEN,7/4/2024 7:55,218,On-time,1220,Business,First,6.2,6,0,0
F1531,LAX,LAX,2/5/2025 22:33,153,On-time,1550,Emergency,First,6,1,0,0
F21,ORD,SEA,2/4/2025 21:20,190,On-time,1261,Emergency,Economy,7.2,28,1,0
F1464,JFK,ORD,12/23/2023 7:42,159,On-time,879,Family,Premium Economy,7.9,2,0,1
F735,ORD,LAX,3/17/2024 3:56,119,On-time,1742,Family,Business,7.6,2,0,1
F875,DEN,ATL,4/15/2025 3:02,251,Delayed,804,Business,Economy,5.8,6,0,0
F1031,ORD,JFK,2/28/2025 16:35,174,On-time,1621,Emergency,Economy,9.6,4,0,0
F848,LAX,JFK,2/10/2024 21:48,165,On-time,1009,Leisure,Economy,6.1,23,0,0
F1032,SEA,DFW,7/14/2023 4:18,200,Delayed,1518,Family,Business,7.1,3,0,0
F1335,ORD,ORD,4/18/2025 17:52,163,On-time,805,Family,First,5.6,4,0,0
F1806,DFW,ORD,3/13/2024 20:37,229,Cancelled,1219,Emergency,Economy,9.6,3,0,0
F862,DEN,DFW,11/4/2023 22:15,140,On-time,937,Emergency,Economy,9.2,10,0,0
F1702,JFK,SFO,11/16/2024 18:42,269,On-time,1599,Emergency,Economy,6.6,32,0,0
F69,DFW,LAX,7/6/2023 12:09,45,On-time,1219,Leisure,Business,4.5,1,0,1
F1668,SEA,ATL,7/18/2024 11:10,75,On-time,1179,Emergency,First,5.9,34,0,0
F1513,JFK,JFK,12/6/2023 17:38,179,On-time,1774,Leisure,Business,5.5,10,0,0
F1907,ORD,DFW,9/6/2024 17:29,218,On-time,1049,Emergency,Economy,9.1,4,0,0
F1986,SFO,DEN,7/12/2023 11:54,207,On-time,1275,Leisure,Premium Economy,8.5,16,0,0
F1006,SEA,LAX,12/15/2024 15:56,164,On-time,1630,Business,Economy,5.7,3,0,1
F893,JFK,ORD,10/2/2023 23:38,125,On-time,1337,Family,Economy,4,4,0,1
F581,LAX,SEA,11/7/2024 4:32,153,On-time,1304,Leisure,Economy,6.4,27,0,0
F337,SEA,LAX,6/1/2023 9:31,94,On-time,999,Family,Economy,5.2,16,0,0
F1131,ORD,DFW,2/2/2025 5:52,85,On-time,1374,Family,Economy,9.6,19,0,0
F1263,ORD,LAX,3/25/2024 13:08,132,On-time,565,Leisure,Business,7,4,0,0
F388,SEA,DFW,5/14/2024 6:24,248,On-time,1529,Business,Economy,5.1,5,0,0
F829,LAX,ATL,2/8/2024 19:04,149,On-time,1140,Business,Economy,8,1,0,0
F1151,DEN,ATL,3/23/2025 0:41,258,On-time,1697,Business,Premium Economy,6.8,10,0,0
F287,JFK,DFW,7/23/2023 7:18,135,On-time,1116,Business,Economy,6.8,12,0,0
F1702,ORD,ORD,7/20/2023 18:37,82,On-time,1108,Emergency,Economy,9.4,11,0,1
F1545,LAX,DEN,4/9/2025 1:14,187,On-time,1413,Family,Economy,7.8,21,1,0
F35,LAX,ATL,2/23/2025 6:21,294,On-time,1268,Family,Economy,5,1,0,0
F1889,SFO,ATL,7/14/2023 5:57,214,On-time,810,Family,Economy,8.6,3,0,0
F466,SFO,SEA,11/5/2024 17:59,193,On-time,1155,Emergency,Economy,7.1,9,0,0
F1279,SEA,JFK,1/18/2025 12:42,59,On-time,1302,Business,Premium Economy,7.5,2,0,1
F250,SFO,ORD,10/15/2023 2:14,294,On-time,1138,Emergency,Economy,9.7,9,0,0
F1376,SEA,SFO,12/16/2023 7:14,199,On-time,1275,Leisure,Premium Economy,8,21,0,0
F1346,SEA,SEA,4/21/2025 11:44,257,On-time,1429,Family,Economy,5.4,13,0,1
F732,DFW,ATL,11/15/2023 15:25,137,On-time,1023,Leisure,Economy,8.2,0,0,0
F1177,SEA,ORD,3/28/2025 14:34,149,On-time,1531,Business,Economy,4.8,2,0,0
F69,DEN,LAX,5/4/2024 4:58,246,On-time,1354,Family,Economy,6.1,1,0,0
F1120,ATL,DFW,5/16/2023 18:50,242,On-time,688,Family,Economy,6.6,8,0,0
F729,LAX,DEN,6/15/2024 14:23,206,Delayed,933,Business,Economy,9.1,9,0,0
F944,JFK,ORD,4/17/2025 0:22,240,On-time,361,Emergency,Economy,10,19,0,0
F157,LAX,JFK,6/26/2023 23:45,298,On-time,1327,Family,Premium Economy,8.1,4,0,0
F338,DEN,ORD,4/7/2024 9:18,132,On-time,699,Leisure,Economy,5,8,0,1
F1378,SFO,LAX,10/15/2023 13:41,112,Cancelled,1093,Business,Economy,7.6,2,0,1
F1916,DEN,LAX,2/8/2024 18:24,175,On-time,1388,Emergency,Premium Economy,5.6,3,0,0
F711,ATL,ATL,9/28/2024 4:44,121,On-time,823,Emergency,Premium Economy,9,18,0,0
F1523,SFO,SFO,7/8/2024 6:46,62,On-time,992,Family,Economy,7.3,8,0,0
F589,JFK,ATL,7/25/2023 11:39,175,On-time,1560,Leisure,Economy,5.4,0,0,0
F1722,DFW,DFW,11/23/2023 11:13,239,On-time,975,Business,Premium Economy,8.6,9,0,1
F774,DFW,ATL,10/28/2023 8:47,152,On-time,869,Business,Economy,7.8,4,0,0
F1335,ATL,LAX,9/4/2024 10:24,239,On-time,1859,Leisure,Business,9.2,8,0,0
F1606,DFW,LAX,12/28/2023 14:09,228,On-time,856,Business,Business,6.6,4,0,0
F251,LAX,ORD,11/1/2024 17:23,55,On-time,1029,Family,Economy,7.7,6,0,0
F1628,JFK,JFK,5/17/2024 19:06,239,On-time,1428,Emergency,Premium Economy,6,5,0,0
F1221,ORD,SEA,6/21/2023 0:52,210,On-time,912,Business,Premium Economy,6.8,3,0,0
F746,ORD,SEA,1/22/2025 6:56,171,On-time,1263,Emergency,Economy,7.6,3,0,0
F408,ORD,SEA,4/11/2025 2:49,194,On-time,1381,Emergency,Economy,8,7,0,0
F1545,ORD,LAX,6/27/2023 20:20,282,On-time,1293,Business,Economy,5,14,0,0
F653,LAX,ORD,3/1/2025 2:30,249,Cancelled,769,Family,Economy,6.2,15,0,0
F664,SEA,DFW,9/13/2024 14:35,207,On-time,1544,Family,Economy,5.9,18,1,0
F523,JFK,SEA,10/21/2023 12:15,201,On-time,1420,Family,Economy,4.4,9,0,0
F1178,ATL,ATL,12/14/2023 9:54,73,On-time,1079,Emergency,Business,7.9,7,0,1
F435,DFW,JFK,6/5/2024 5:51,170,On-time,1256,Business,Economy,9.5,6,0,0
F1340,SFO,ORD,2/19/2024 21:44,156,On-time,1647,Leisure,Economy,9.8,5,0,0
F1688,ORD,DFW,6/5/2024 0:16,216,On-time,1322,Emergency,Economy,6.3,5,0,0
F1958,SEA,LAX,3/19/2025 19:07,159,On-time,1125,Family,Economy,9.5,6,0,0
F532,DFW,JFK,12/6/2024 6:10,261,On-time,542,Emergency,Economy,7,11,0,0
F1166,DEN,DFW,3/22/2025 9:46,143,On-time,1395,Business,Economy,8.2,1,0,0
F256,LAX,DFW,12/17/2023 5:47,258,Delayed,1222,Emergency,Economy,5.2,1,0,0
F1612,SFO,DEN,4/13/2024 5:08,107,Delayed,892,Emergency,Economy,7,18,0,1
F1616,DEN,DEN,10/12/2024 2:00,242,On-time,1448,Emergency,Economy,8.7,2,0,0
F1240,ATL,DEN,8/2/2024 14:07,203,Delayed,1607,Family,First,7.3,14,0,0
F1262,SEA,DFW,11/2/2023 6:44,267,On-time,1177,Family,Business,9.2,2,0,0
F488,ATL,SEA,4/19/2024 3:06,257,On-time,495,Business,Premium Economy,5.5,13,0,0
F905,LAX,SEA,7/31/2023 18:27,239,On-time,1146,Emergency,Premium Economy,10,2,0,0
F1230,DFW,DFW,7/18/2024 10:27,240,Cancelled,1525,Business,Economy,8.2,8,0,0
F6,ORD,SFO,8/1/2023 18:07,181,On-time,1474,Business,Premium Economy,8.2,5,0,0
F190,SEA,JFK,6/10/2024 22:38,185,On-time,1378,Business,Economy,4.6,13,0,0
F1229,DFW,SEA,4/16/2024 18:27,171,On-time,1182,Leisure,Economy,5,9,0,1
F1786,ATL,LAX,3/8/2024 19:52,256,On-time,1684,Leisure,Economy,6.2,8,0,0
F1448,DFW,ORD,6/12/2023 17:37,215,On-time,1109,Family,First,4.9,9,0,0
F958,SFO,ATL,11/29/2023 7:15,249,On-time,1199,Leisure,Business,7.8,20,0,0
F1883,DFW,DEN,11/23/2023 0:20,159,Delayed,1304,Business,Economy,8.6,3,0,0
F354,LAX,DEN,6/20/2023 4:20,136,On-time,1215,Leisure,Premium Economy,8.9,21,0,0
F9,DFW,LAX,11/17/2024 12:33,245,On-time,1585,Business,Premium Economy,5.5,5,0,0
F1506,ORD,SFO,3/29/2024 16:29,260,On-time,1443,Leisure,First,5.8,20,0,0
F519,ORD,ATL,4/12/2025 20:55,221,Cancelled,1083,Emergency,Economy,7.1,5,0,0
F400,DEN,DFW,12/23/2024 1:28,72,On-time,1129,Emergency,Premium Economy,8,21,0,0
F457,DEN,SFO,4/9/2025 22:41,154,Delayed,1227,Family,Premium Economy,8.6,10,0,1
F1069,LAX,ATL,9/25/2023 11:40,327,Delayed,1537,Emergency,Premium Economy,8.3,17,0,0
F180,SEA,DEN,7/20/2023 18:43,156,On-time,658,Emergency,Economy,6.2,9,0,0
F102,DEN,ORD,7/28/2023 15:16,116,Delayed,1051,Family,Premium Economy,5.9,11,0,0
F840,SEA,DEN,9/19/2023 1:26,139,On-time,807,Leisure,Premium Economy,9.2,5,0,0
F70,DFW,DEN,12/24/2024 11:57,121,On-time,1326,Emergency,Economy,4.6,4,1,1
F1617,SFO,LAX,6/8/2023 12:32,225,On-time,871,Leisure,Economy,5.2,24,0,1
F1877,ATL,JFK,8/14/2024 3:54,210,On-time,1071,Leisure,Economy,6.5,9,0,0
F685,ORD,ATL,5/6/2023 3:35,213,On-time,877,Family,Business,7,9,0,0
F1146,ORD,LAX,9/28/2024 3:43,197,On-time,1024,Emergency,Business,7.3,31,0,1
F1242,SFO,SEA,9/12/2024 11:55,137,Cancelled,1453,Emergency,Premium Economy,5.4,6,0,0
F1811,DEN,DFW,6/20/2023 6:26,177,On-time,1644,Emergency,Economy,5.4,0,0,1
F1287,SFO,ORD,3/4/2024 0:37,56,On-time,1521,Family,Economy,7.1,12,0,0
F123,ATL,SEA,1/8/2024 22:31,291,On-time,1491,Leisure,Economy,5.1,3,0,0
F456,JFK,ORD,8/11/2024 23:25,164,On-time,1059,Family,Premium Economy,10,47,0,0
F936,ATL,DFW,4/18/2025 12:54,211,Delayed,1271,Family,Economy,5.2,0,0,0
F1617,LAX,LAX,1/15/2025 13:57,188,On-time,1733,Family,Economy,4,0,0,1
F681,SEA,ATL,7/6/2024 5:23,169,On-time,1738,Family,Business,9.3,5,0,0
F214,DEN,SEA,8/31/2024 9:55,64,On-time,1290,Emergency,Economy,5.3,1,0,0
F1415,JFK,SEA,6/8/2024 2:29,131,On-time,1296,Business,Business,6.5,3,0,0
F296,SEA,ORD,7/23/2024 5:34,285,On-time,858,Business,Economy,6.5,4,0,0
F772,ATL,DEN,9/1/2023 8:51,195,On-time,1478,Emergency,Economy,9.9,4,0,0
F600,DFW,SEA,7/16/2023 19:06,176,On-time,1764,Family,Premium Economy,7.1,5,0,0
F330,SEA,DEN,1/2/2024 0:22,246,On-time,1440,Family,Premium Economy,8.7,17,0,0
F1053,ATL,DFW,6/8/2023 7:57,85,Delayed,1590,Business,Economy,6.5,1,0,0
F723,JFK,ORD,2/2/2025 1:13,106,On-time,1085,Emergency,First,5.6,4,0,0
F143,LAX,SEA,10/19/2024 4:44,178,On-time,1029,Family,Economy,7.6,4,0,0
F1567,DEN,JFK,8/12/2024 4:43,277,On-time,941,Emergency,Economy,7,3,1,0
F1265,DEN,ATL,12/12/2024 17:30,95,Delayed,1133,Business,First,8.1,9,0,1
F928,DEN,JFK,4/22/2025 10:24,181,On-time,1631,Family,Business,9.9,1,0,0
F481,ATL,JFK,5/16/2024 9:29,93,On-time,728,Family,Economy,9,4,0,0
F1491,ORD,ORD,9/26/2023 5:39,204,On-time,1397,Business,Economy,8.5,2,0,0
F1044,JFK,SFO,7/30/2023 22:35,118,On-time,1196,Family,Economy,6.8,1,0,0
F1527,SEA,ATL,4/10/2024 5:04,198,On-time,1394,Family,Business,6.6,2,0,0
F1226,SEA,DEN,12/21/2023 3:20,153,On-time,837,Business,Premium Economy,4.9,1,0,0
F1507,SEA,JFK,11/16/2024 14:25,334,On-time,1096,Family,Economy,8.3,1,1,0
F1442,SFO,DFW,1/4/2024 13:11,157,Cancelled,994,Business,Economy,6.3,2,0,0
F284,JFK,DFW,8/7/2023 23:53,185,On-time,1064,Leisure,Economy,7,51,0,0
F1716,DEN,ORD,10/19/2024 20:26,210,On-time,1074,Business,Economy,5.4,18,0,0
F539,JFK,DEN,8/3/2023 12:45,100,On-time,767,Business,Premium Economy,10,13,0,0
F1381,DFW,ATL,10/18/2023 12:18,153,On-time,862,Business,Economy,7.9,2,0,0
F450,ATL,SFO,9/24/2024 19:34,122,On-time,1096,Emergency,Premium Economy,8.1,3,0,0
F1441,DEN,JFK,12/31/2023 8:29,214,On-time,712,Emergency,Premium Economy,9,3,0,1
F350,DEN,SEA,5/3/2024 9:38,170,Delayed,913,Family,Economy,10,40,0,0
F1573,ATL,SFO,5/2/2024 1:58,240,On-time,787,Business,Economy,6.1,2,0,0
F771,ATL,SEA,7/18/2023 12:42,239,On-time,628,Business,Premium Economy,7.6,56,0,0
F1028,ORD,JFK,5/22/2024 6:44,263,On-time,1671,Business,Premium Economy,6.3,34,1,0
F1153,DFW,JFK,9/5/2023 17:14,227,On-time,1135,Business,Economy,5,14,0,0
F1876,DFW,ORD,12/18/2024 18:04,113,On-time,1226,Business,Premium Economy,6.3,4,0,0
F622,DEN,LAX,3/29/2025 4:40,128,On-time,1682,Emergency,Premium Economy,6.8,2,0,0
F318,SEA,JFK,11/17/2024 10:49,60,On-time,1076,Emergency,Economy,7.4,12,0,0
F1518,JFK,SEA,10/17/2023 1:31,93,On-time,671,Business,Premium Economy,6.7,3,0,0
F1099,LAX,DEN,4/12/2024 10:23,215,On-time,1328,Leisure,Economy,6,8,0,0
F853,DEN,DFW,3/6/2024 23:08,82,On-time,932,Leisure,Economy,9.3,39,0,0
F1621,LAX,ORD,10/24/2023 22:04,267,Delayed,1260,Emergency,Premium Economy,8.5,4,0,0
F852,JFK,ATL,11/23/2023 13:01,151,On-time,867,Leisure,Economy,6.9,9,0,0
F795,SFO,ORD,1/29/2024 1:47,157,Delayed,1692,Leisure,Business,6.7,4,0,0
F538,JFK,SFO,5/29/2024 0:25,148,Delayed,1080,Leisure,Economy,7.1,16,0,0
F1948,ORD,SFO,1/31/2024 21:33,88,On-time,1347,Family,Premium Economy,6.9,3,0,0
F1216,ATL,SEA,8/5/2023 17:23,201,On-time,1017,Leisure,Economy,5,0,0,0
F656,JFK,LAX,1/22/2025 14:53,181,On-time,1257,Family,Economy,6.7,1,0,1
F1212,LAX,DFW,4/14/2024 6:35,154,On-time,1677,Business,Economy,5.5,28,0,0
F759,LAX,ORD,11/10/2024 15:23,203,On-time,1045,Leisure,Economy,8.4,16,0,0
F834,ORD,JFK,9/24/2024 3:25,209,On-time,1461,Leisure,Premium Economy,6.4,12,0,0
F95,JFK,DEN,8/20/2024 9:05,153,On-time,1119,Leisure,Economy,8.9,12,0,0
F1156,ATL,ORD,12/22/2024 5:00,179,Cancelled,1300,Business,Premium Economy,7.5,8,0,0
F1183,SEA,DFW,5/19/2023 7:29,215,On-time,1057,Family,Economy,7.8,1,0,1
F1219,LAX,ORD,7/6/2023 8:06,152,On-time,1125,Family,Economy,7.4,2,0,0
F1618,JFK,SEA,1/14/2024 21:53,243,Delayed,1020,Family,Economy,6,12,0,0
F89,JFK,DEN,4/19/2025 4:51,243,Delayed,845,Emergency,First,8.6,15,0,0
F1314,LAX,ORD,6/12/2024 7:44,167,Delayed,1367,Family,Economy,9.7,0,0,0
F1965,LAX,DEN,9/13/2023 4:56,152,On-time,1301,Leisure,Economy,5,12,0,0
F68,SFO,JFK,7/26/2023 22:30,172,On-time,1380,Family,Premium Economy,10,1,0,0
F353,DEN,SFO,3/5/2025 13:33,76,On-time,1057,Leisure,Economy,7.1,16,0,0
F1688,DEN,ATL,1/13/2024 8:53,192,On-time,1257,Business,Economy,6.9,23,0,0
